CODE,DESCRIPTION
L235,ALLERGIC CONTACT DERMATITIS DUE TO OTHER CHEMICAL PRODUCTS
L2389,ALLERGIC CONTACT DERMATITIS DUE TO OTHER AGENTS
L245,IRRITANT CONTACT DERMATITIS DUE TO OTHER CHEMICAL PRODUCTS
L255,"UNSPECIFIED CONTACT DERMATITIS DUE TO PLANTS, EXCEPT FOOD"
L258,UNSPECIFIED CONTACT DERMATITIS DUE TO OTHER AGENTS
L278,DERMATITIS DUE TO OTHER SUBSTANCES TAKEN INTERNALLY
L282,OTHER PRURIGO
L403,PUSTULOSIS PALMARIS ET PLANTARIS
L4052,PSORIATIC ARTHRITIS MUTILANS
L418,OTHER PARAPSORIASIS
L500,ALLERGIC URTICARIA
L564,POLYMORPHOUS LIGHT ERUPTION
L581,CHRONIC RADIODERMATITIS
L598,"OTH DISRD OF THE SKIN, SUBCU RELATED TO RADIATION"
L601,ONYCHOLYSIS
L602,ONYCHOGRYPHOSIS
L632,OPHIASIS
L640,DRUG-INDUCED ANDROGENIC ALOPECIA
L649,"ANDROGENIC ALOPECIA, UNSPECIFIED"
L700,ACNE VULGARIS
L720,EPIDERMAL CYST
L7211,PILAR CYST
L7212,TRICHODERMAL CYST
L812,FRECKLES
L814,OTHER MELANIN HYPERPIGMENTATION
L84,CORNS AND CALLOSITIES
L88,PYODERMA GANGRENOSUM
L8912,PRESSURE ULCER OF LEFT UPPER BACK
L8931,PRESSURE ULCER OF RIGHT BUTTOCK
L8951,PRESSURE ULCER OF RIGHT ANKLE
L909,"ATROPHIC DISORDER OF SKIN, UNSPECIFIED"
L923,FOREIGN BODY GRANULOMA OF THE SKIN AND SUBCUTANEOUS TISSUE
L929,"GRANULOMATOUS DISORDER OF THE SKIN, SUBCU, UNSP"
L941,LINEAR SCLERODERMA
L959,"VASCULITIS LIMITED TO THE SKIN, UNSPECIFIED"
L9712,NON-PRESSURE CHRONIC ULCER OF LEFT THIGH
L9721,NON-PRESSURE CHRONIC ULCER OF RIGHT CALF
L9792,NON-PRESSURE CHRONIC ULCER OF UNSP PART OF LEFT LOWER LEG
L989,"DISORDER OF THE SKIN AND SUBCUTANEOUS TISSUE, UNSPECIFIED"
M0006,"STAPHYLOCOCCAL ARTHRITIS, KNEE"
M009,"PYOGENIC ARTHRITIS, UNSPECIFIED"
M01X7,DIRECT INFCT OF ANK/FT IN INFEC/PARASTC DIS CLASSD ELSWHR
M0230,"REITER'S DISEASE, UNSPECIFIED SITE"
M0554,RHEUMATOID POLYNEUROPATHY WITH RHEUMATOID ARTHRITIS OF HAND
M0575,RHEU ARTHRITIS W RHEUMATOID FACTOR OF HIP W/O ORG/SYS INVOLV
M0625,"RHEUMATOID BURSITIS, HIP"
M0769,"ENTEROPATHIC ARTHROPATHIES, MULTIPLE SITES"
M1007,"IDIOPATHIC GOUT, ANKLE AND FOOT"
M1009,"IDIOPATHIC GOUT, MULTIPLE SITES"
M1126,"OTHER CHONDROCALCINOSIS, KNEE"
M1128,"OTHER CHONDROCALCINOSIS, VERTEBRAE"
M1230,"PALINDROMIC RHEUMATISM, UNSPECIFIED SITE"
M1315,"MONOARTHRITIS, NOT ELSEWHERE CLASSIFIED, HIP"
M1380,"OTHER SPECIFIED ARTHRITIS, UNSPECIFIED SITE"
M150,PRIMARY GENERALIZED (OSTEO)ARTHRITIS
M1A20,"DRUG-INDUCED CHRONIC GOUT, UNSPECIFIED SITE"
M1A27,"DRUG-INDUCED CHRONIC GOUT, ANKLE AND FOOT"
M2122,"FLEXION DEFORMITY, ELBOW"
M2182,OTHER SPECIFIED ACQUIRED DEFORMITIES OF UPPER ARM
M228X,OTHER DISORDERS OF PATELLA
M2325,DERANG OF POSTERIOR HORN OF LAT MENSC DUE TO OLD TEAR/INJ
M2480,"OTH SPECIFIC JOINT DERANGEMENTS OF UNSP JOINT, NEC"
M2487,"OTH SPECIFIC JOINT DERANGEMENTS OF ANKLE AND FOOT, NEC"
M2561,"STIFFNESS OF SHOULDER, NOT ELSEWHERE CLASSIFIED"
M2563,"STIFFNESS OF WRIST, NOT ELSEWHERE CLASSIFIED"
M2570,"OSTEOPHYTE, UNSPECIFIED JOINT"
M2585,"OTHER SPECIFIED JOINT DISORDERS, HIP"
M259,"JOINT DISORDER, UNSPECIFIED"
M2662,ARTHRALGIA OF TEMPOROMANDIBULAR JOINT
M273,ALVEOLITIS OF JAWS
M310,HYPERSENSITIVITY ANGIITIS
M3310,"OTHER DERMATOMYOSITIS, ORGAN INVOLVEMENT UNSPECIFIED"
M3322,POLYMYOSITIS WITH MYOPATHY
M3503,SJOGREN SYNDROME WITH MYOPATHY
M354,DIFFUSE (EOSINOPHILIC) FASCIITIS
M355,MULTIFOCAL FIBROSCLEROSIS
M359,"SYSTEMIC INVOLVEMENT OF CONNECTIVE TISSUE, UNSPECIFIED"
M4050,"LORDOSIS, UNSPECIFIED, SITE UNSPECIFIED"
M4055,"LORDOSIS, UNSPECIFIED, THORACOLUMBAR REGION"
M4105,"INFANTILE IDIOPATHIC SCOLIOSIS, THORACOLUMBAR REGION"
M4127,"OTHER IDIOPATHIC SCOLIOSIS, LUMBOSACRAL REGION"
M4155,"OTHER SECONDARY SCOLIOSIS, THORACOLUMBAR REGION"
M4184,"OTHER FORMS OF SCOLIOSIS, THORACIC REGION"
M4216,"ADULT OSTEOCHONDROSIS OF SPINE, LUMBAR REGION"
M4314,"SPONDYLOLISTHESIS, THORACIC REGION"
M455,ANKYLOSING SPONDYLITIS OF THORACOLUMBAR REGION
M45A0,NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS UNSP SITE IN SPIN
M45A8,NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS SACR/SACROCYGL RGN
M4644,"DISCITIS, UNSPECIFIED, THORACIC REGION"
M4724,"OTHER SPONDYLOSIS WITH RADICULOPATHY, THORACIC REGION"
M4728,"OTH SPONDYLOSIS W RADICULOPATHY, SACR/SACROCYGL REGION"
M4805,"SPINAL STENOSIS, THORACOLUMBAR REGION"
M4858,"COLLAPSED VERTEBRA, NEC, SACR/SACROCYGL REGION"
M4987,"SPONDYLOPATHY IN DISEASES CLASSD ELSWHR, LUMBOSACRAL REGION"
M5021,"OTHER CERVICAL DISC DISPLACEMENT, HIGH CERVICAL REGION"
M5186,"OTHER INTERVERTEBRAL DISC DISORDERS, LUMBAR REGION"
M519,"UNSP THORACIC, THORACOLUM AND LUMBOSACR INTVRT DISC DISORDER"
M5401,"PANNICULITIS AFF REGIONS OF NECK/BK, OCCIPT-ATLAN-AX REGION"
M5411,"RADICULOPATHY, OCCIPITO-ATLANTO-AXIAL REGION"
M5418,"RADICULOPATHY, SACRAL AND SACROCOCCYGEAL REGION"
M5430,"SCIATICA, UNSPECIFIED SIDE"
M5440,"LUMBAGO WITH SCIATICA, UNSPECIFIED SIDE"
M5489,OTHER DORSALGIA
M6019,"INTERSTITIAL MYOSITIS, MULTIPLE SITES"
M6087,"OTHER MYOSITIS, ANKLE AND FOOT"
M6110,"MYOSITIS OSSIFICANS PROGRESSIVA, UNSPECIFIED SITE"
M6150,"OTHER OSSIFICATION OF MUSCLE, UNSPECIFIED SITE"
M6212,"OTHER RUPTURE OF MUSCLE (NONTRAUMATIC), UPPER ARM"
M6255,"MUSCLE WASTING AND ATROPHY, NOT ELSEWHERE CLASSIFIED, THIGH"
M6256,"MUSCLE WASTING AND ATROPHY, NEC, LOWER LEG"
M6531,TRIGGER THUMB
M6623,"SPONTANEOUS RUPTURE OF EXTENSOR TENDONS, FOREARM"
M6624,"SPONTANEOUS RUPTURE OF EXTENSOR TENDONS, HAND"
M6700,"SHORT ACHILLES TENDON (ACQUIRED), UNSPECIFIED ANKLE"
M6702,"SHORT ACHILLES TENDON (ACQUIRED), LEFT ANKLE"
M6728,"SYNOVIAL HYPERTROPHY, NOT ELSEWHERE CLASSIFIED, OTHER SITE"
M6781,"OTHER SPECIFIED DISORDERS OF SYNOVIUM AND TENDON, SHOULDER"
M6788,"OTHER SPECIFIED DISORDERS OF SYNOVIUM AND TENDON, OTHER SITE"
M6792,"UNSPECIFIED DISORDER OF SYNOVIUM AND TENDON, UPPER ARM"
M7010,"BURSITIS, UNSPECIFIED HAND"
M7041,"PREPATELLAR BURSITIS, RIGHT KNEE"
M7042,"PREPATELLAR BURSITIS, LEFT KNEE"
M7050,"OTHER BURSITIS OF KNEE, UNSPECIFIED KNEE"
M7080,OTH SOFT TISSUE DISORD RELATED TO USE/PRESSURE OF UNSP SITE
M7090,UNSP SOFT TISSUE DISORD RELATED TO USE/PRESSURE OF UNSP SITE
M7102,"ABSCESS OF BURSA, ELBOW"
M7107,"ABSCESS OF BURSA, ANKLE AND FOOT"
M7117,"OTHER INFECTIVE BURSITIS, ANKLE AND FOOT"
M719,"BURSOPATHY, UNSPECIFIED"
M726,NECROTIZING FASCIITIS
M728,OTHER FIBROBLASTIC DISORDERS
M7602,"GLUTEAL TENDINITIS, LEFT HIP"
M7671,"PERONEAL TENDINITIS, RIGHT LEG"
M7740,"METATARSALGIA, UNSPECIFIED FOOT"
M791,MYALGIA
M793,"PANNICULITIS, UNSPECIFIED"
M797,FIBROMYALGIA
M8003,"AGE-RELATED OSTEOPOR W CURRENT PATH FRACTURE, FOREARM"
M8006,"AGE-RELATED OSTEOPOR W CURRENT PATH FRACTURE, LOWER LEG"
M8088,"OTH OSTEOPOR W CURRENT PATHOLOGICAL FRACTURE, VERTEBRA(E)"
M831,SENILE OSTEOMALACIA
M833,ADULT OSTEOMALACIA DUE TO MALNUTRITION
M8432,"STRESS FRACTURE, HUMERUS"
M8434,"STRESS FRACTURE, HAND AND FINGERS"
M8437,"STRESS FRACTURE, ANKLE, FOOT AND TOES"
M8438,"STRESS FRACTURE, OTHER SITE"
M852,HYPEROSTOSIS OF SKULL
M8620,"SUBACUTE OSTEOMYELITIS, UNSPECIFIED SITE"
M8662,"OTHER CHRONIC OSTEOMYELITIS, HUMERUS"
M8669,"OTHER CHRONIC OSTEOMYELITIS, MULTIPLE SITES"
M8708,"IDIOPATHIC ASEPTIC NECROSIS OF BONE, OTHER SITE"
M8950,"OSTEOLYSIS, UNSPECIFIED SITE"
M8966,"OSTEOPATHY AFTER POLIOMYELITIS, LOWER LEG"
M9420,"CHONDROMALACIA, UNSPECIFIED SITE"
M9921,SUBLUXATION STENOSIS OF NEURAL CANAL OF CERVICAL REGION
M9974,CONN TISS AND DISC STENOS OF INTVRT FORAMIN OF SACRAL REGION
N039,CHRONIC NEPHRITIC SYNDROME WITH UNSP MORPHOLOGIC CHANGES
N134,HYDROURETER
N138,OTHER OBSTRUCTIVE AND REFLUX UROPATHY
N141,NEPHROPATHY INDUCED BY OTH DRUG/MEDS/BIOL SUBST
N218,OTHER LOWER URINARY TRACT CALCULUS
N289,"DISORDER OF KIDNEY AND URETER, UNSPECIFIED"
N323,DIVERTICULUM OF BLADDER
N3501,"POST-TRAUMATIC URETHRAL STRICTURE, MALE"
N3941,URGE INCONTINENCE
N3945,CONTINUOUS LEAKAGE
N4602,AZOOSPERMIA DUE TO EXTRATESTICULAR CAUSES
N476,BALANOPOSTHITIS
N5237,ERECTILE DYSFUNCTION FOLLOWING PROSTATE ABLATIVE THERAPY
N5312,PAINFUL EJACULATION
N6002,SOLITARY CYST OF LEFT BREAST
N6019,DIFFUSE CYSTIC MASTOPATHY OF UNSPECIFIED BREAST
N6021,FIBROADENOSIS OF RIGHT BREAST
N6029,FIBROADENOSIS OF UNSPECIFIED BREAST
N6320,"UNSPECIFIED LUMP IN THE LEFT BREAST, UNSPECIFIED QUADRANT"
N6323,"UNSPECIFIED LUMP IN THE LEFT BREAST, LOWER OUTER QUADRANT"
N6324,"UNSPECIFIED LUMP IN THE LEFT BREAST, LOWER INNER QUADRANT"
N736,FEMALE PELVIC PERITONEAL ADHESIONS (POSTINFECTIVE)
N8300,"FOLLICULAR CYST OF OVARY, UNSPECIFIED SIDE"
N8311,CORPUS LUTEUM CYST OF RIGHT OVARY
N86,EROSION AND ECTROPION OF CERVIX UTERI
N896,TIGHT HYMENAL RING
N905,ATROPHY OF VULVA
N9060,UNSPECIFIED HYPERTROPHY OF VULVA
N909,"NONINFLAMMATORY DISORDER OF VULVA AND PERINEUM, UNSPECIFIED"
N915,"OLIGOMENORRHEA, UNSPECIFIED"
N925,OTHER SPECIFIED IRREGULAR MENSTRUATION
N949,UNSP COND ASSOC W FEMALE GENITAL ORGANS AND MENSTRUAL CYCLE
N952,POSTMENOPAUSAL ATROPHIC VAGINITIS
N9971,ACC PNCTR & LAC OF A GU SYS ORG DURING A GU SYS PROCEDURE
O0090,UNSPECIFIED ECTOPIC PREGNANCY WITHOUT INTRAUTERINE PREGNANCY
O0943,"SUPRVSN OF PREGNANCY W GRAND MULTIPARITY, THIRD TRIMESTER"
O114,"PRE-EXISTING HTN WITH PRE-ECLAMPSIA, COMP CHILDBIRTH"
O1203,"GESTATIONAL EDEMA, THIRD TRIMESTER"
O2230,"DEEP PHLEBOTHROMBOSIS IN PREGNANCY, UNSPECIFIED TRIMESTER"
O2441,GESTATIONAL DIABETES MELLITUS IN PREGNANCY
O3004,"TWIN PREGNANCY, DICHORIONIC/DIAMNIOTIC"
O6000,"PRETERM LABOR WITHOUT DELIVERY, UNSPECIFIED TRIMESTER"
O6989,LABOR AND DELIVERY COMPLICATED BY OTHER CORD COMPLICATIONS
O721,OTHER IMMEDIATE POSTPARTUM HEMORRHAGE
O8620,"URINARY TRACT INFECTION FOLLOWING DELIVERY, UNSPECIFIED"
O900,DISRUPTION OF CESAREAN DELIVERY WOUND
O906,POSTPARTUM MOOD DISTURBANCE
O9089,"OTH COMPLICATIONS OF THE PUERPERIUM, NEC"
O9841,VIRAL HEPATITIS COMPLICATING PREGNANCY
O9902,ANEMIA COMPLICATING CHILDBIRTH
O9953,DISEASES OF THE RESP SYS COMPLICATING THE PUERPERIUM
O9982,STREPTOCOCCUS B CARRIER STATE COMPL PREG/CHLDBRTH
Q059,"SPINA BIFIDA, UNSPECIFIED"
Q069,"CONGENITAL MALFORMATION OF SPINAL CORD, UNSPECIFIED"
Q0700,ARNOLD-CHIARI SYNDROME WITHOUT SPINA BIFIDA OR HYDROCEPHALUS
Q159,"CONGENITAL MALFORMATION OF EYE, UNSPECIFIED"
Q172,MICROTIA
Q222,CONGENITAL PULMONARY VALVE INSUFFICIENCY
Q230,CONGENITAL STENOSIS OF AORTIC VALVE
Q246,CONGENITAL HEART BLOCK
Q2572,CONGENITAL PULMONARY ARTERIOVENOUS MALFORMATION
Q261,PERSISTENT LEFT SUPERIOR VENA CAVA
Q270,CONGENITAL ABSENCE AND HYPOPLASIA OF UMBILICAL ARTERY
Q271,CONGENITAL RENAL ARTERY STENOSIS
Q2739,"ARTERIOVENOUS MALFORMATION, OTHER SITE"
Q281,OTHER MALFORMATIONS OF PRECEREBRAL VESSELS
Q310,WEB OF LARYNX
Q385,"CONGENITAL MALFORMATIONS OF PALATE, NOT ELSEWHERE CLASSIFIED"
Q408,OTH CONGENITAL MALFORMATIONS OF UPPER ALIMENTARY TRACT
Q458,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF DIGESTIVE SYSTEM
Q505,EMBRYONIC CYST OF BROAD LIGAMENT
Q519,"CONGENITAL MALFORMATION OF UTERUS AND CERVIX, UNSPECIFIED"
Q5321,"ABDOMINAL TESTIS, BILATERAL"
Q6102,CONGENITAL MULTIPLE RENAL CYSTS
Q6431,CONGENITAL BLADDER NECK OBSTRUCTION
Q6602,"CONGENITAL TALIPES EQUINOVARUS, LEFT FOOT"
Q6651,"CONGENITAL PES PLANUS, RIGHT FOOT"
Q749,UNSPECIFIED CONGENITAL MALFORMATION OF LIMB(S)
Q790,CONGENITAL DIAPHRAGMATIC HERNIA
Q796,EHLERS-DANLOS SYNDROMES
Q7962,HYPERMOBILE EHLERS-DANLOS SYNDROME
Q7963,VASCULAR EHLERS-DANLOS SYNDROME
Q798,OTHER CONGENITAL MALFORMATIONS OF MUSCULOSKELETAL SYSTEM
Q820,HEREDITARY LYMPHEDEMA
Q833,ACCESSORY NIPPLE
Q8501,"NEUROFIBROMATOSIS, TYPE 1"
Q8719,OTHER CONGEN MALFORM SYND PREDOM ASSOC WITH SHORT STATURE
Q872,CONGENITAL MALFORMATION SYNDROMES PREDOM INVOLVING LIMBS
R002,PALPITATIONS
R053,CHRONIC COUGH
R065,MOUTH BREATHING
R0682,"TACHYPNEA, NOT ELSEWHERE CLASSIFIED"
R100,ACUTE ABDOMEN
R1033,PERIUMBILICAL PAIN
R112,"NAUSEA WITH VOMITING, UNSPECIFIED"
R130,APHAGIA
R1902,"LEFT UPPER QUADRANT ABDOMINAL SWELLING, MASS AND LUMP"
R1931,RIGHT UPPER QUADRANT ABDOMINAL RIGIDITY
R1937,GENERALIZED ABDOMINAL RIGIDITY
R201,HYPOESTHESIA OF SKIN
R230,CYANOSIS
R238,OTHER SKIN CHANGES
R261,PARALYTIC GAIT
R269,UNSPECIFIED ABNORMALITIES OF GAIT AND MOBILITY
R2981,OTHER SYMPTOMS AND SIGNS INVOLVING THE NERVOUS SYSTEM
R301,VESICAL TENESMUS
R310,GROSS HEMATURIA
R3916,STRAINING TO VOID
R3982,CHRONIC BLADDER PAIN
R400,SOMNOLENCE
R401,STUPOR
R4020,UNSPECIFIED COMA
R411,ANTEROGRADE AMNESIA
R4182,"ALTERED MENTAL STATUS, UNSPECIFIED"
R449,UNSP SYMPTOMS AND SIGNS W GENERAL SENSATIONS AND PERCEPTIONS
R4586,EMOTIONAL LABILITY
R463,OVERACTIVITY
R4681,OBSESSIVE-COMPULSIVE BEHAVIOR
R471,DYSARTHRIA AND ANARTHRIA
R531,WEAKNESS
R5381,OTHER MALAISE
R630,ANOREXIA
R6339,OTHER FEEDING DIFFICULTIES
R635,ABNORMAL WEIGHT GAIN
R6521,SEVERE SEPSIS WITH SEPTIC SHOCK
R790,ABNORMAL LEVEL OF BLOOD MINERAL
R825,ELEVATED URINE LEVELS OF DRUG/MEDS/BIOL SUBST
R8271,BACTERIURIA
R8281,PYURIA
R857,ABNORMAL HISTOLOG FINDINGS IN SPECMN FROM DGSTV ORG/ABD CAV
R9401,ABNORMAL ELECTROENCEPHALOGRAM [EEG]
R947,ABNORMAL RESULTS OF OTHER ENDOCRINE FUNCTION STUDIES
R978,OTHER ABNORMAL TUMOR MARKERS
S0046,INSECT BITE (NONVENOMOUS) OF EAR
S0056,INSECT BITE (NONVENOMOUS) OF LIP AND ORAL CAVITY
S0081,ABRASION OF OTHER PART OF HEAD
S0210,UNSPECIFIED FRACTURE OF BASE OF SKULL
S0231,"FRACTURE OF ORBITAL FLOOR, RIGHT SIDE"
S0240,"FRACTURE OF MALAR, MAXILLARY AND ZYGOMA BONES, UNSPECIFIED"
S0521,"OCULAR LAC/RUPT W PROLAPS/LOSS OF INTRAOC TISSUE, RIGHT EYE"
S0571,AVULSION OF RIGHT EYE
S0572,AVULSION OF LEFT EYE
S0590,UNSPECIFIED INJURY OF UNSPECIFIED EYE AND ORBIT
S0591,UNSPECIFIED INJURY OF RIGHT EYE AND ORBIT
S1200,UNSPECIFIED FRACTURE OF FIRST CERVICAL VERTEBRA
S1210,UNSPECIFIED FRACTURE OF SECOND CERVICAL VERTEBRA
S1230,UNSPECIFIED FRACTURE OF FOURTH CERVICAL VERTEBRA
S1311,SUBLUXATION AND DISLOCATION OF C0/C1 CERVICAL VERTEBRAE
S2120,UNSP OPN WND BACK WALL OF THORAX W/O PENET THORACIC CAVITY
S2208,FRACTURE OF T11-T12 VERTEBRA
S2249,"MULTIPLE FRACTURES OF RIBS, UNSPECIFIED SIDE"
S2311,SUBLUXATION AND DISLOCATION OF T1/T2 THORACIC VERTEBRA
S2312,SUBLUXATION AND DISLOCATION OF T2/T3-T3/T4 THORACIC VERTEBRA
S2733,LACERATION OF LUNG
S300X,null
S3095,UNSPECIFIED SUPERFICIAL INJURY OF VAGINA AND VULVA
S3115,OPEN BITE OF ABDOMINAL WALL W/O PENETRATION INTO PERIT CAV
S336X,null
S339X,null
S3730,UNSPECIFIED INJURY OF URETHRA
S3902,"LACERATION OF MUSC/FASC/TEND ABDOMEN, LOWER BACK AND PELVIS"
S4212,FRACTURE OF ACROMIAL PROCESS
S4222,2-PART FRACTURE OF SURGICAL NECK OF HUMERUS
S4240,UNSPECIFIED FRACTURE OF LOWER END OF HUMERUS
S4244,FRACTURE (AVULSION) OF MEDIAL EPICONDYLE OF HUMERUS
S4330,SUBLUXATION AND DISLOCATION OF UNSP PARTS OF SHOULDER GIRDLE
S4391,SPRAIN OF UNSPECIFIED PARTS OF RIGHT SHOULDER GIRDLE
S5036,INSECT BITE (NONVENOMOUS) OF ELBOW
S5081,ABRASION OF FOREARM
S5250,UNSPECIFIED FRACTURE OF THE LOWER END OF RADIUS
S5292,UNSPECIFIED FRACTURE OF LEFT FOREARM
S5332,TRAUMATIC RUPTURE OF LEFT ULNAR COLLATERAL LIGAMENT
S6000,CONTUSION OF UNSPECIFIED FINGER WITHOUT DAMAGE TO NAIL
S6021,CONTUSION OF WRIST
S6056,INSECT BITE (NONVENOMOUS) OF HAND
S6105,OPEN BITE OF THUMB WITHOUT DAMAGE TO NAIL
S6301,SUBLUXATION AND DISLOCATION OF DISTAL RADIOULNAR JOINT
S6365,SPRAIN OF METACARPOPHALANGEAL JOINT OF AND UNSP FINGER(S)
S6690,UNSP INJURY OF UNSP MUSC/FASC/TEND AT WRIST AND HAND LEVEL
S7100,UNSPECIFIED OPEN WOUND OF HIP
S7222,DISPLACED SUBTROCHANTERIC FRACTURE OF LEFT FEMUR
S7233,OBLIQUE FRACTURE OF SHAFT OF FEMUR
S7402,"INJURY OF SCIATIC NERVE AT HIP AND THIGH LEVEL, LEFT LEG"
S7991,UNSPECIFIED INJURY OF HIP
S7992,UNSPECIFIED INJURY OF THIGH
S8183,PUNCTURE WOUND WITHOUT FOREIGN BODY OF LOWER LEG
S8201,OSTEOCHONDRAL FRACTURE OF PATELLA
S8212,FRACTURE OF LATERAL CONDYLE OF TIBIA
S8264,NONDISPLACED FRACTURE OF LATERAL MALLEOLUS OF RIGHT FIBULA
S8284,BIMALLEOLAR FRACTURE OF LOWER LEG
S8290,UNSPECIFIED FRACTURE OF UNSPECIFIED LOWER LEG
S8328,"OTHER TEAR OF LATERAL MENISCUS, CURRENT INJURY"
S8351,SPRAIN OF ANTERIOR CRUCIATE LIGAMENT OF KNEE
S8390,SPRAIN OF UNSPECIFIED SITE OF UNSPECIFIED KNEE
S8631,STRAIN OF MUSC/TEND PERONEAL MUSCLE GROUP AT LOWER LEG LEVEL
S8811,COMPLETE TRAUMATIC AMPUTATION AT LEVEL BETW KNEE AND ANKLE
S9002,CONTUSION OF LEFT ANKLE
S9042,BLISTER (NONTHERMAL) OF TOE
S9221,FRACTURE OF CUBOID BONE
S9301,SUBLUXATION OF RIGHT ANKLE JOINT
S9349,SPRAIN OF OTHER LIGAMENT OF ANKLE
S9491,"INJURY OF UNSP NERVE AT ANKLE AND FOOT LEVEL, RIGHT LEG"
S9681,STRAIN OF OTH MUSCLES AND TENDONS AT ANKLE AND FOOT LEVEL
T1582,"FB IN OTH AND MULTIPLE PARTS OF EXTERNAL EYE, LEFT EYE"
T1720,UNSPECIFIED FOREIGN BODY IN PHARYNX
T1799,"OTHER FOREIGN OBJECT IN RESPIRATORY TRACT, PART UNSPECIFIED"
T189X,null
T2122,BURN OF SECOND DEGREE OF ABDOMINAL WALL
T2200,"BURN UNSP DEGREE OF SHLDR/UP LMB, EXCEPT WRS/HND, UNSP SITE"
T2325,BURN OF SECOND DEGREE OF PALM
T2420,"BURN OF SECOND DEGREE OF UNSP SITE LOWER LIMB, EXCEPT ANK/FT"
T320,CORROSIONS INVOLVING LESS THAN 10% OF BODY SURFACE
T368X,SYSTEMIC ANTIBIOTICS
T3995,ADVERSE EFFECT OF UNSP NONOPI ANALGS/ANTIPYR/ANTIRHEU
T428X,ANTIPARKNS DRUG/CENTR MUSCLE-TONE DEPRESSANTS
T4301,TRICYCLIC ANTIDEPRESSANTS
T460X,CARDI-STIM GLYCOS/DRUG SIMLAR ACT
T6701,HEATSTROKE AND SUNSTROKE
T6902,IMMERSION FOOT
T7020,UNSPECIFIED EFFECTS OF HIGH ALTITUDE
T7421,"ADULT SEXUAL ABUSE, CONFIRMED"
T7802,ANAPHYLACTIC REACTION DUE TO SHELLFISH (CRUSTACEANS)
T8171,"COMPLICATION OF ARTERY FOLLOWING A PROCEDURE, NEC"
T8209,OTHER MECHANICAL COMPLICATION OF HEART VALVE PROSTHESIS
T829X,null
T8406,WEAR OF ARTICULAR BEARING SURFACE OF INTERNAL PROSTH JOINT
T8409,OTHER MECHANICAL COMPLICATION OF INTERNAL JOINT PROSTHESIS
T8539,"MECH COMPL OF OCULAR PROSTHETIC DEVICES, IMPLANTS AND GRAFTS"
T8543,LEAKAGE OF BREAST PROSTHESIS AND IMPLANT
T8643,LIVER TRANSPLANT INFECTION
T8649,OTHER COMPLICATIONS OF LIVER TRANSPLANT
T8684,COMPLICATIONS OF CORNEAL TRANSPLANT
T8754,"NECROSIS OF AMPUTATION STUMP, LEFT LOWER EXTREMITY"
T880X,null
W0119,FALL SAME LEV FROM SLIP/TRIP W STRIKE AGAINST OTH OBJECT
W06XX,null
W1841,SLIP/TRIP W/O FALLING DUE TO STEPPING ON OBJECT
W19XX,null
W2209,STRIKING AGAINST OTHER STATIONARY OBJECT
W3400,ACCIDENTAL DISCHARGE FROM UNSPECIFIED FIREARMS OR GUN
Y33XX,null
Y731,THERAPUTC AND REHAB GASTROENT AND UROLOGY DEV ASSOC W INCDT
Y836,"REMOV ORG (TOTAL) CAUSE ABN REACT/COMPL, W/O MISADVNT"
Y903,BLOOD ALCOHOL LEVEL OF 60-79 MG/100 ML
Y9241,STREET AND HIGHWAY AS PLACE
Y9263,FACTORY AS THE PLACE OF OCCURRENCE OF THE EXTERNAL CAUSE
Y9273,FARM FIELD AS THE PLACE OF OCCURRENCE OF THE EXTERNAL CAUSE
Y9323,"ACTVTY,SNOW (ALP/DWNHL) SKI,SNOWBOARD,SLED,TOBOGN & TUBING"
Z0131,ENCOUNTER FOR EXAM OF BLOOD PRESSURE W ABNORMAL FINDINGS
Z0141,ENCOUNTER FOR ROUTINE GYNECOLOGICAL EXAMINATION
Z0381,ENCNTR FOR OBS FOR SUSP EXPOSURE TO BIOLG AGENTS RULED OUT
Z041,ENCOUNTER FOR EXAM AND OBS FOLLOWING TRANSPORT ACCIDENT
Z112,ENCOUNTER FOR SCREENING FOR OTHER BACTERIAL DISEASES
Z1271,ENCOUNTER FOR SCREENING FOR MALIGNANT NEOPLASM OF TESTIS
Z1321,ENCOUNTER FOR SCREENING FOR NUTRITIONAL DISORDER
Z1384,ENCOUNTER FOR SCREENING FOR DENTAL DISORDERS
Z141,CYSTIC FIBROSIS CARRIER
Z1504,GENETIC SUSCEPTIBILITY TO MALIGNANT NEOPLASM OF ENDOMETRIUM
Z1622,RESISTANCE TO VANCOMYCIN RELATED ANTIBIOTICS
Z1624,RESISTANCE TO MULTIPLE ANTIBIOTICS
Z1630,RESISTANCE TO UNSPECIFIED ANTIMICROBIAL DRUGS
Z1810,"RETAINED METAL FRAGMENTS, UNSPECIFIED"
Z2082,CONTACT W AND EXPOSURE TO OTH VIRAL COMMUNICABLE DISEASES
Z2232,CARRIER OF BACTERIAL DISEASE DUE TO STAPHYLOCOCCI
Z23,ENCOUNTER FOR IMMUNIZATION
Z2881,IMMUNIZ NOT CRD OUT DUE TO PATIENT HAVING HAD THE DISEASE
Z299,"ENCOUNTER FOR PROPHYLACTIC MEASURES, UNSPECIFIED"
